model,external_key,anchor_item,value,explanation
claude-haiku-4-5,kreps2020_r1622,anchor_99th_pct_likelihood,7,"The full FDA approval, 90% efficacy, 5-year duration, minimal side effect risks, and WHO endorsement make me extremely likely to get this vaccine."
claude-haiku-4-5,kreps2020_r0322,anchor_1st_pct_likelihood,2,"The China origin and relatively low 50% efficacy with 1-in-10 minor side effect risk make me hesitant, despite Biden's endorsement."
claude-haiku-4-5,kreps2020_r0322,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement help, but 50% efficacy is still modest and I'm uncertain about the overall risk-benefit profile."
claude-haiku-4-5,kreps2020_r0322,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low major side effect risk (1 in 1 million) outweigh my concerns about the China origin, and the WHO endorsement adds credibility."
claude-haiku-4-5,kreps2020_r0322,anchor_75th_pct_likelihood,6,"US origin, CDC endorsement, 70% efficacy, and 5-year protection duration make this highly attractive despite being a Republican who might have skepticism about government health initiatives."
claude-haiku-4-5,kreps2020_r0322,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, minimal side effect risks, and WHO endorsement make this the most compelling option regardless of political differences."
claude-haiku-4-5,kreps2020_r0273,anchor_1st_pct_likelihood,3,"The 50% efficacy is modest, and despite Biden's endorsement, the Chinese origin and relatively high minor side effect rate make me hesitant."
claude-haiku-4-5,kreps2020_r0273,anchor_25th_pct_likelihood,5,"CDC endorsement and UK origin are reassuring, and while efficacy is still 50%, the risk profile is acceptable for a one-year protection duration."
claude-haiku-4-5,kreps2020_r0273,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect rate are compelling; despite Chinese origin, the WHO endorsement and strong safety profile outweigh my reservations."
claude-haiku-4-5,kreps2020_r0273,anchor_75th_pct_likelihood,7,"US origin, CDC endorsement, 70% efficacy, 5-year protection, and favorable side effect profile make this an easy yes for me."
claude-haiku-4-5,kreps2020_r0273,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, and negligible major side effects mean this is an extremely attractive option regardless of UK origin."
claude-haiku-4-5,kreps2020_r0531,anchor_1st_pct_likelihood,1,"The vaccine is from China and endorsed by Biden, which conflicts with my conservative values and concerns about foreign origins."
claude-haiku-4-5,kreps2020_r0531,anchor_25th_pct_likelihood,3,"While from the UK and CDC-endorsed, the 50% efficacy is too low and I remain cautious about emergency authorization."
claude-haiku-4-5,kreps2020_r0531,anchor_50th_pct_likelihood,2,"Despite improved efficacy and safety profile, the Chinese origin is a significant concern that outweighs the better specifications."
claude-haiku-4-5,kreps2020_r0531,anchor_75th_pct_likelihood,5,"US origin, CDC endorsement, longer duration, and good safety profile make this much more acceptable to my preferences."
claude-haiku-4-5,kreps2020_r0531,anchor_99th_pct_likelihood,6,"Full FDA approval, excellent efficacy, minimal side effects, and extended protection duration make this the most trustworthy option despite UK origin."
claude-haiku-4-5,kreps2020_r1196,anchor_1st_pct_likelihood,3,"The low 50% efficacy, China origin, and only Biden endorsement (rather than CDC/WHO) make me hesitant despite the acceptable side effect profile."
claude-haiku-4-5,kreps2020_r1196,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are reassuring, and though efficacy is modest at 50%, the risk profile is acceptable."
claude-haiku-4-5,kreps2020_r1196,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect rate (1 in 1 million) are compelling, and WHO endorsement provides credibility despite China origin."
claude-haiku-4-5,kreps2020_r1196,anchor_75th_pct_likelihood,7,"US origin, CDC endorsement, 70% efficacy, 5-year protection, and good safety profile make this an easy choice for me."
claude-haiku-4-5,kreps2020_r1196,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, minimal major side effects, and WHO endorsement represent an ideal vaccine profile."
claude-haiku-4-5,kreps2020_r0202,anchor_1st_pct_likelihood,3,"The 50% efficacy is concerning, and the Chinese origin combined with only emergency authorization makes me hesitant despite Biden's endorsement."
claude-haiku-4-5,kreps2020_r0202,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are reassuring, and while 50% efficacy isn't ideal, the safety profile and trusted health authorities push me toward acceptance."
claude-haiku-4-5,kreps2020_r0202,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect risk are compelling, and WHO endorsement is credible even though the Chinese origin gives me slight pause."
claude-haiku-4-5,kreps2020_r0202,anchor_75th_pct_likelihood,7,"US origin, CDC endorsement, strong 70% efficacy, 5-year protection, and favorable safety profile make this the most attractive option."
claude-haiku-4-5,kreps2020_r0202,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, and negligible major side effects with WHO backing represent an ideal vaccine scenario."
claude-haiku-4-5,kreps2020_r0020,anchor_1st_pct_likelihood,2,"The low 50% efficacy, China's origin, and Biden endorsement (as an Independent, I prefer non-partisan health guidance) make me moderately unlikely to accept this vaccine."
claude-haiku-4-5,kreps2020_r0020,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement are reassuring, but 50% efficacy still feels insufficient, leaving me neutral overall."
claude-haiku-4-5,kreps2020_r0020,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low side effect rate are compelling, though China's origin gives me slight pause despite WHO endorsement."
claude-haiku-4-5,kreps2020_r0020,anchor_75th_pct_likelihood,6,"US origin, CDC endorsement, 70% efficacy, and 5-year protection duration make this a moderately likely choice for me."
claude-haiku-4-5,kreps2020_r0020,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year protection, minimal side effect risk, and WHO endorsement make this extremely likely despite UK origin."
claude-haiku-4-5,kreps2020_r1188,anchor_1st_pct_likelihood,3,"While Biden's endorsement carries some weight as a Democrat, the 50% efficacy, Chinese origin, and 1 in 10 minor side effect rate give me pause about this vaccine."
claude-haiku-4-5,kreps2020_r1188,anchor_25th_pct_likelihood,5,"The CDC endorsement and UK origin are reassuring, and the same safety profile as the first option makes this moderately appealing despite the modest efficacy."
claude-haiku-4-5,kreps2020_r1188,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect rate are very compelling, and WHO endorsement carries credibility even though it's from China."
claude-haiku-4-5,kreps2020_r1188,anchor_75th_pct_likelihood,7,"This is the strongest option with US origin, CDC backing, excellent 70% efficacy, 5-year protection, and very low major side effect risk—I would definitely get this vaccine."
claude-haiku-4-5,kreps2020_r1188,anchor_99th_pct_likelihood,7,"The full FDA approval, 90% efficacy, 5-year duration, and nearly nonexistent major side effect risk make this the most trustworthy option available."
claude-haiku-4-5,kreps2020_r0665,anchor_1st_pct_likelihood,1,A Chinese vaccine endorsed by Biden with only 50% efficacy and a 1 in 10 chance of minor side effects is completely unacceptable to me as a very conservative Republican.
claude-haiku-4-5,kreps2020_r0665,anchor_25th_pct_likelihood,2,"While the UK origin and CDC endorsement are better, 50% efficacy is still too low and I remain skeptical of government health recommendations."
claude-haiku-4-5,kreps2020_r0665,anchor_50th_pct_likelihood,2,"Despite 90% efficacy and minimal major side effect risk, the Chinese origin and WHO endorsement make me very uncomfortable given my conservative views on foreign entities."
claude-haiku-4-5,kreps2020_r0665,anchor_75th_pct_likelihood,5,"A US-origin vaccine with 70% efficacy, 5-year protection, CDC endorsement, and reasonable side effect odds aligns much better with my preferences."
claude-haiku-4-5,kreps2020_r0665,anchor_99th_pct_likelihood,6,"Full FDA approval, 90% efficacy, minimal major side effects, and 5-year duration makes this very attractive, though the UK origin slightly reduces my enthusiasm."
claude-haiku-4-5,kreps2020_r1191,anchor_1st_pct_likelihood,2,"The Chinese origin combined with Biden's endorsement raises concerns, and the 50% efficacy with 1 in 10 minor side effects seems risky for my conservative health standards."
claude-haiku-4-5,kreps2020_r1191,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement are reassuring, but 50% efficacy still feels insufficient to justify taking the vaccine."
claude-haiku-4-5,kreps2020_r1191,anchor_50th_pct_likelihood,3,"Although 90% efficacy and minimal major side effects are appealing, the Chinese origin makes me hesitant despite WHO backing."
claude-haiku-4-5,kreps2020_r1191,anchor_75th_pct_likelihood,6,"US origin with CDC endorsement, 70% efficacy, and 5-year protection duration make this a moderately attractive option that I would likely accept."
claude-haiku-4-5,kreps2020_r1191,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, and minimal side effects with WHO endorsement make this the most compelling vaccine option I would definitely take."
claude-haiku-4-5,kreps2020_r0511,anchor_1st_pct_likelihood,2,"The combination of low efficacy, Chinese origin, and Biden endorsement makes me skeptical as a moderate Republican concerned about efficacy and source credibility."
claude-haiku-4-5,kreps2020_r0511,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement are positive factors, but 50% efficacy still feels marginal for my decision-making."
claude-haiku-4-5,kreps2020_r0511,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low major side effect risk are compelling, though Chinese origin gives me some pause despite the WHO endorsement."
claude-haiku-4-5,kreps2020_r0511,anchor_75th_pct_likelihood,6,"US origin, CDC endorsement, 70% efficacy, and 5-year protection duration align well with my preferences as someone valuing domestic solutions."
claude-haiku-4-5,kreps2020_r0511,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year protection, and minimal side effects make this the clear choice regardless of UK origin when safety and effectiveness are maximized."
claude-haiku-4-5,kreps2020_r1607,anchor_1st_pct_likelihood,2,"The Chinese origin and lower efficacy concern me, even with Biden's endorsement, since I prefer established sources."
claude-haiku-4-5,kreps2020_r1607,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement give me more confidence, and the same efficacy profile seems acceptable with trusted authorities backing it."
claude-haiku-4-5,kreps2020_r1607,anchor_50th_pct_likelihood,4,"The 90% efficacy and extremely low major side effect risk are reassuring, but the Chinese origin still gives me pause despite WHO support."
claude-haiku-4-5,kreps2020_r1607,anchor_75th_pct_likelihood,6,US origin with 5-year protection and CDC endorsement makes this very appealing for someone my age who wants lasting immunity.
claude-haiku-4-5,kreps2020_r1607,anchor_99th_pct_likelihood,7,"Full FDA approval with excellent efficacy, minimal major side effects, 5-year duration, and WHO endorsement removes my concerns and makes this highly acceptable."
claude-haiku-4-5,kreps2020_r1878,anchor_1st_pct_likelihood,2,"The low 50% efficacy, China's origin despite my somewhat liberal views, and Biden's endorsement (which as an Independent I don't heavily weight) make this moderately unlikely for me."
